filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_shrub_r,c_herb_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_1dead,c_shrub_2live,c_shrub_2dead,c_herb_1live,c_herb_1dead,c_herb_2live,c_herb_2dead,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal_accum,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,total_rh,heat_f,heat_s,heat_r
low_load.xml,0,0.70000,0.76669,0.97130,0,1.72950,1.75000,0,2.85600,0.72069,0.92273,0,1.60844,0.12500,0,0.35700,0.04600,0.04614,0,0.12107,0.57500,0,0.16100,0,0,0,0,0.80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70000,0.70000,0.70000,0.70000,0.70000,0.70000,0.70000,0.70000,0.70000,0,0,0,0,0,0,0,0,0.41295,0.18635,0.28625,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.02500,0.00375,0.69180,0.34590,0.69180,0.25000,0.25000,0.50000,0.50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
med_load.xml,0,14.00000,7.26395,4.85650,0,17.29500,4.21042,0,57.12000,6.82811,4.61368,0,16.08435,0.42104,0,7.14000,0.43584,0.23068,0,1.21065,2.65256,0,3.22000,0,0,0,0,1.13681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.00000,14.00000,14.00000,14.00000,14.00000,14.00000,14.00000,14.00000,14.00000,0,0,0,0,0,0,0,0,4.54245,2.04985,3.14875,1.10544,1.60139,1.32653,2.28771,0.44218,0.68631,0.50000,0.12500,0.01875,6.91800,3.45900,6.91800,3.36833,0.00000,0.42104,0.42104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
high_load.xml,0,28.00000,13.60113,9.71300,0,34.59000,33.57924,0,114.24000,12.78506,9.22735,0,32.16870,3.35792,0,14.28000,0.81607,0.46137,0,2.42130,23.00535,0,6.44000,0,0,0,0,7.21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.00000,28.00000,28.00000,28.00000,28.00000,28.00000,28.00000,28.00000,28.00000,0,0,0,0,0,0,0,0,8.67195,3.91335,6.01125,2.36890,3.32794,2.84269,4.75421,0.94756,1.42626,1.30000,0.32500,0.04875,13.83600,6.91800,13.83600,32.15033,0.00000,0.71445,0.71445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero_load.xml,0,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,0.00000,0,0,0,0,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
