fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
227,FB_0227_FCCS.xml,17.46,3.68,0.11,0.06,7.1,0.73,5.79,7.39,3.08,0.1,0.05,2.93,0.65,0.58,6.41,0.41,0.01,0.01,1.86,0.07,4.05,3.67,0.19,2.32,0.0,1.16,169.25,3528.75,55058.84,123.31,628.51,454.69,418.43,22.17,657.57,25128.06,26.6,138.9,84.97,73.88,93.53,1825.75,19032.6,61.5,311.34,235.1,219.09,53.56,1045.43,10898.18,35.21,178.27,134.62,125.45,0.52,1.2,0.93,0.01,0.05,0.02,0.45,0.0,0.51,0.11,0.0,0.05,0.01,0.0,0.25,0.34,0.71,2.2,0.96,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,5.79,0.0,0.0,0.0,18.04,0.45,0.23,69.69,3.02,77.82,445.94,11.86,6.04,1449.42,78.79,1536.69,12271.99,366.69,186.85,22345.62,2436.31,17451.38,16.88,0.46,0.23,50.58,3.05,52.11,87.21,2.38,1.21,257.77,15.8,264.14,57.55,1.53,0.78,186.76,10.17,197.91,51.42,1.36,0.69,171.94,9.01,184.01,279403904.99,118214943.11,102497993.74,58690968.14
228,FB_0228_FCCS.xml,7.66,1.28,2.52,0.19,2.28,0.52,0.88,5.26,0.95,2.27,0.18,1.32,0.47,0.09,1.65,0.19,0.25,0.02,0.52,0.05,0.61,0.75,0.13,0.44,0.0,0.18,50.79,1151.71,25027.25,41.96,215.47,148.51,134.63,15.79,468.57,17905.85,18.95,98.98,60.55,52.65,24.04,469.32,4892.49,15.81,80.03,60.44,56.32,10.95,213.81,2228.91,7.2,36.46,27.53,25.66,0.74,0.0,0.11,0.01,0.0,0.01,0.27,0.06,0.08,2.49,0.03,0.19,0.01,0.0,0.08,0.51,0.43,0.4,0.06,0.21,0.38,0.2,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.87,0.0,0.0,0.0,7.62,10.48,0.81,17.93,2.16,11.78,177.66,273.68,21.15,390.18,56.33,232.72,4197.64,8462.39,653.98,7328.69,1741.73,2642.82,6.56,10.58,0.82,13.94,2.18,7.89,33.73,54.89,4.24,71.31,11.3,40.0,22.91,35.33,2.73,50.3,7.27,29.97,20.67,31.3,2.42,45.92,6.44,27.87,122589582.62,84238052.72,26347955.79,12003574.11
229,FB_0229_FCCS.xml,5.03,1.73,0.01,0.05,2.62,0.62,0.0,4.16,1.45,0.01,0.04,2.1,0.56,0.0,0.66,0.19,0.0,0.0,0.4,0.06,0.0,0.21,0.1,0.12,0.0,0.0,25.21,618.85,16740.8,23.35,120.6,79.85,71.43,12.48,370.28,14149.57,14.98,78.22,47.84,41.6,9.61,187.62,1955.85,6.32,31.99,24.16,22.51,3.12,60.95,635.37,2.05,10.39,7.85,7.31,1.33,0.0,0.12,0.01,0.0,0.06,0.21,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.17,0.85,0.86,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,8.46,0.05,0.19,13.93,2.58,0.0,209.21,1.25,5.04,335.93,67.41,0.0,5762.38,38.71,155.71,8699.55,2084.45,0.0,7.92,0.05,0.19,12.58,2.61,0.0,40.92,0.25,1.01,64.9,13.52,0.0,27.0,0.16,0.65,43.34,8.7,0.0,24.12,0.14,0.58,38.88,7.71,0.0,80521433.44,66566652.51,10533045.41,3421735.52
230,FB_0230_FCCS.xml,2.74,1.5,0.04,0.06,1.06,0.09,0.0,2.12,1.12,0.04,0.05,0.83,0.08,0.0,0.41,0.22,0.0,0.01,0.17,0.01,0.0,0.21,0.16,0.05,0.0,0.0,21.09,330.1,9111.34,21.35,68.34,48.55,44.33,8.26,173.67,7202.9,11.65,46.38,32.4,29.44,8.45,103.03,1256.91,6.39,14.46,10.63,9.81,4.38,53.4,651.53,3.31,7.5,5.51,5.08,0.82,0.0,0.1,0.01,0.0,0.34,0.23,0.0,0.0,0.04,0.0,0.05,0.01,0.0,0.17,0.42,0.14,0.2,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.23,0.31,7.9,0.5,0.0,186.55,4.01,5.5,125.08,8.96,0.0,4954.24,136.55,187.29,3528.16,305.09,0.0,12.03,0.26,0.36,8.1,0.59,0.0,37.78,0.94,1.29,26.22,2.1,0.0,26.88,0.66,0.91,18.61,1.48,0.0,24.56,0.6,0.83,16.99,1.35,0.0,43897510.72,33886012.32,6593651.57,3417846.83
231,FB_0231_FCCS.xml,10.58,1.17,2.7,0.11,5.51,0.53,0.56,7.48,0.98,2.43,0.1,3.44,0.48,0.06,2.07,0.12,0.27,0.01,1.22,0.05,0.39,1.02,0.06,0.85,0.0,0.11,92.64,1387.48,34894.82,89.14,272.55,194.36,177.7,29.19,613.74,25455.24,41.17,163.91,114.51,104.04,42.47,517.93,6318.79,32.11,72.72,53.45,49.31,20.98,255.8,3120.8,15.86,35.91,26.4,24.35,0.35,0.5,0.15,0.0,0.02,0.0,0.06,0.08,0.0,2.7,0.0,0.02,0.09,0.0,0.42,0.42,1.43,1.85,0.55,0.44,0.38,0.0,0.0,0.01,0.0,0.0,0.53,0.0,0.0,0.56,0.0,0.0,0.0,7.58,15.01,0.62,55.86,2.96,10.61,126.35,266.64,11.0,799.46,52.66,131.37,3904.56,9083.96,374.58,17999.87,1793.92,1737.92,8.24,17.54,0.72,51.0,3.46,8.17,27.96,62.67,2.58,147.93,12.38,19.03,19.77,44.13,1.82,105.99,8.71,13.94,18.03,40.19,1.66,97.04,7.94,12.85,169273266.44,119754142.28,33147726.86,16371397.3
232,FB_0232_FCCS.xml,1.85,0.03,1.3,0.46,0.0,0.06,0.0,1.67,0.03,1.17,0.42,0.0,0.05,0.0,0.18,0.0,0.13,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,7.33,234.7,6125.49,34.31,60.06,32.06,26.49,5.67,198.48,5547.3,28.69,52.7,27.52,22.52,1.66,36.23,578.19,5.63,7.36,4.54,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,5.14,1.84,0.0,0.22,0.0,4.21,164.55,58.8,0.0,7.15,0.0,112.62,4292.65,1533.83,0.0,186.39,0.0,0.61,24.06,8.6,0.0,1.04,0.0,1.09,42.1,15.04,0.0,1.83,0.0,0.58,22.48,8.03,0.0,0.98,0.0,0.48,18.57,6.64,0.0,0.81,0.0,29628193.6,26685760.32,2942433.28,0.0
233,FB_0233_FCCS.xml,3.05,0.0,3.0,0.06,0.0,0.0,0.0,2.75,0.0,2.7,0.05,0.0,0.0,0.0,0.31,0.0,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97,301.51,10271.8,19.84,70.86,49.9,45.44,10.71,225.22,9341.03,15.11,60.15,42.02,38.18,6.26,76.29,930.78,4.73,10.71,7.87,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,0.31,0.0,0.0,0.0,0.0,296.01,5.5,0.0,0.0,0.0,0.0,10084.51,187.29,0.0,0.0,0.0,0.0,19.47,0.36,0.0,0.0,0.0,0.0,69.57,1.29,0.0,0.0,0.0,0.0,48.99,0.91,0.0,0.0,0.0,0.0,44.61,0.83,0.0,0.0,0.0,48827607.3,43944846.57,4882760.73,0.0
234,FB_0234_FCCS.xml,0.79,0.0,0.69,0.1,0.0,0.0,0.0,0.71,0.0,0.62,0.09,0.0,0.0,0.0,0.08,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,78.42,2671.76,5.16,18.43,12.98,11.82,2.79,58.58,2429.66,3.93,15.65,10.93,9.93,1.63,19.84,242.1,1.23,2.79,2.05,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.57,0.0,0.0,0.0,0.0,68.35,10.08,0.0,0.0,0.0,0.0,2328.39,343.37,0.0,0.0,0.0,0.0,4.5,0.66,0.0,0.0,0.0,0.0,16.06,2.37,0.0,0.0,0.0,0.0,11.31,1.67,0.0,0.0,0.0,0.0,10.3,1.52,0.0,0.0,0.0,12700352.0,11430316.8,1270035.2,0.0
235,FB_0235_FCCS.xml,1.86,0.0,0.0,1.86,0.0,0.0,0.0,1.68,0.0,0.0,1.68,0.0,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,123.4,6305.04,7.18,37.28,37.28,20.13,3.52,103.01,5697.36,6.38,33.55,33.55,18.12,0.8,20.39,607.69,0.8,3.73,3.73,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,123.4,0.0,0.0,0.0,0.0,0.0,6305.04,0.0,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,37.28,0.0,0.0,0.0,0.0,0.0,37.28,0.0,0.0,0.0,0.0,0.0,20.13,0.0,0.0,0.0,29825184.0,26842665.6,2982518.4,0.0
236,FB_0236_FCCS.xml,0.19,0.0,0.15,0.05,0.0,0.0,0.0,0.17,0.0,0.13,0.04,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,24.56,640.79,3.59,6.28,3.36,2.77,0.59,20.75,579.89,3.0,5.51,2.88,2.35,0.17,3.82,60.91,0.59,0.77,0.48,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.18,0.0,0.0,0.0,0.0,18.68,5.88,0.0,0.0,0.0,0.0,487.41,153.38,0.0,0.0,0.0,0.0,2.73,0.86,0.0,0.0,0.0,0.0,4.78,1.5,0.0,0.0,0.0,0.0,2.55,0.8,0.0,0.0,0.0,0.0,2.11,0.66,0.0,0.0,0.0,3099552.0,2789596.8,309955.2,0.0
237,FB_0237_FCCS.xml,4.72,0.0,4.66,0.06,0.0,0.01,0.0,4.25,0.0,4.19,0.05,0.0,0.01,0.0,0.47,0.0,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.69,598.52,15613.42,87.51,153.12,81.75,67.55,14.44,505.54,14129.51,73.07,134.24,70.1,57.35,4.25,92.98,1483.91,14.44,18.88,11.66,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.23,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44,0.22,0.0,0.04,0.0,0.0,590.31,7.06,0.0,1.15,0.0,0.0,15399.23,184.06,0.0,30.13,0.0,0.0,86.31,1.03,0.0,0.17,0.0,0.0,151.02,1.81,0.0,0.3,0.0,0.0,80.63,0.96,0.0,0.16,0.0,0.0,66.62,0.8,0.0,0.13,0.0,75522891.3,67971183.26,7551708.04,0.0
238,FB_0238_FCCS.xml,35.14,2.84,0.45,0.09,15.54,1.05,15.16,6.8,1.7,0.41,0.08,2.87,0.96,0.78,12.51,0.61,0.05,0.01,4.8,0.1,6.95,15.82,0.52,7.88,0.0,7.42,434.02,8677.6,107315.19,296.44,1504.62,1117.88,1036.84,20.42,604.79,23142.95,24.5,128.0,78.34,68.12,182.7,3565.9,37181.26,120.13,608.08,459.18,427.9,230.9,4506.92,46990.98,151.82,768.55,580.36,540.82,1.02,0.5,0.01,0.0,0.0,0.0,0.33,0.97,0.01,0.45,0.0,0.09,0.0,0.03,0.17,0.17,0.29,0.12,0.39,2.14,9.32,0.59,2.32,0.0,0.0,0.0,0.86,0.0,0.19,7.84,7.31,0.0,0.0,21.68,1.89,0.39,193.61,4.27,212.18,475.11,49.3,10.07,3864.86,112.59,4165.68,9164.23,1524.25,311.42,47405.87,3544.62,45364.8,17.03,1.91,0.39,131.96,4.37,140.79,87.19,9.89,2.02,669.65,22.67,713.2,61.25,6.36,1.3,497.98,14.54,536.45,55.86,5.64,1.15,461.99,12.86,499.35,562167352.44,108873003.99,200232570.81,253061777.65
239,FB_0239_FCCS.xml,17.82,3.77,3.77,0.02,9.91,0.07,0.27,9.61,2.93,3.39,0.02,3.19,0.06,0.03,3.73,0.5,0.38,0.0,2.65,0.01,0.19,4.47,0.34,4.07,0.0,0.05,148.58,3193.01,57063.03,113.34,579.33,411.55,376.62,28.84,855.64,32696.94,34.61,180.74,110.56,96.14,54.53,1064.44,11096.28,35.85,181.51,137.07,127.73,65.21,1272.94,13269.81,42.88,217.07,163.92,152.75,0.68,0.95,0.12,0.0,1.32,0.0,0.0,0.18,0.51,3.77,0.0,0.02,0.0,0.0,0.25,0.68,0.86,0.41,4.65,0.25,2.45,0.0,0.25,0.13,0.0,0.0,0.06,0.0,0.0,0.27,0.0,0.0,0.0,21.07,15.69,0.08,107.79,0.27,3.68,500.44,409.55,2.01,2201.1,7.16,72.75,12464.77,12663.54,62.28,30823.58,222.71,826.13,18.62,15.84,0.08,76.06,0.28,2.47,95.96,82.14,0.4,386.89,1.44,12.5,64.56,52.87,0.26,283.56,0.92,9.37,58.06,46.84,0.23,261.97,0.82,8.71,285043641.0,153822699.65,59757835.89,71463105.45
240,FB_0240_FCCS.xml,14.13,0.01,4.65,0.19,0.0,1.28,8.0,6.32,0.01,4.18,0.17,0.0,1.15,0.8,6.21,0.0,0.46,0.02,0.0,0.13,5.6,1.6,0.0,0.0,0.0,1.6,133.01,2788.72,44690.2,97.74,498.43,359.36,330.35,18.95,562.06,21478.26,22.73,118.73,72.63,63.15,90.71,1770.62,18457.96,59.64,301.94,228.01,212.47,23.36,456.04,4753.98,15.36,77.77,58.72,54.72,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,8.0,0.0,0.0,0.0,0.05,19.33,0.77,0.0,5.34,107.53,1.31,504.58,20.14,0.0,139.31,2123.37,43.74,15602.14,622.84,0.0,4307.54,24113.93,0.05,19.51,0.78,0.0,5.39,72.01,0.27,101.2,4.04,0.0,27.94,364.99,0.17,65.14,2.6,0.0,17.98,273.46,0.15,57.71,2.3,0.0,15.93,254.26,226049830.8,101044425.57,99403355.17,25602050.07
241,FB_0241_FCCS.xml,27.61,1.6,2.51,0.19,19.99,1.68,1.65,18.22,1.43,2.26,0.17,12.69,1.51,0.16,6.82,0.14,0.25,0.02,5.08,0.17,1.15,2.57,0.03,2.21,0.0,0.33,191.61,4288.33,89871.93,155.61,798.08,553.63,502.8,54.69,1618.76,61979.41,65.6,342.86,209.91,182.53,99.47,1940.09,20256.3,65.39,330.83,249.81,232.77,37.45,729.48,7636.22,24.62,124.39,93.91,87.5,0.47,0.48,0.01,0.01,0.0,0.13,0.0,0.0,0.51,2.51,0.0,0.19,0.0,0.12,0.17,2.96,4.28,6.26,0.21,5.57,0.22,0.0,0.0,0.19,0.0,0.0,1.68,0.0,0.0,1.65,0.0,0.0,0.0,6.77,10.46,0.77,144.48,6.99,22.15,175.52,272.94,20.14,3200.02,182.35,437.36,5360.4,8439.52,622.84,64843.86,5638.43,4966.88,6.77,10.56,0.78,115.62,7.05,14.83,35.1,54.74,4.04,592.45,36.57,75.18,22.66,35.24,2.6,413.27,23.54,56.33,20.09,31.21,2.3,375.97,20.85,52.37,441759434.68,291570714.54,109076405.56,41112314.59
242,FB_0242_FCCS.xml,16.91,1.1,1.5,0.28,14.03,0.0,0.0,10.79,0.98,1.35,0.25,8.2,0.0,0.0,4.28,0.09,0.15,0.03,4.01,0.0,0.0,1.85,0.03,1.82,0.0,0.0,121.68,2697.05,54899.87,97.53,499.79,348.42,316.9,32.39,957.21,36699.47,38.84,203.12,124.43,108.2,62.35,1215.63,12704.05,40.99,207.29,156.51,145.84,26.93,524.21,5496.35,17.7,89.39,67.48,62.87,0.47,0.48,0.0,0.01,0.0,0.15,0.0,0.0,0.0,1.5,0.0,0.28,0.0,0.12,0.02,1.27,2.14,5.19,0.21,4.67,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,6.26,1.16,109.58,0.0,0.0,121.47,163.43,30.21,2381.93,0.0,0.0,3702.21,5053.43,934.26,45209.96,0.0,0.0,4.68,6.32,1.17,85.36,0.0,0.0,24.28,32.78,6.06,436.68,0.0,0.0,15.68,21.1,3.9,307.74,0.0,0.0,13.91,18.69,3.46,280.85,0.0,0.0,270634109.51,172641265.36,68404552.64,29588291.51
243,FB_0243_FCCS.xml,9.94,2.7,0.51,0.09,3.96,1.27,1.42,6.25,1.14,0.46,0.08,3.28,1.14,0.14,2.52,0.82,0.05,0.01,0.52,0.13,0.99,1.18,0.74,0.16,0.0,0.28,72.67,1604.47,32234.39,57.93,296.73,207.3,188.67,18.75,553.87,21242.16,22.48,117.58,72.04,62.64,36.69,715.24,7476.15,24.12,121.96,92.09,85.8,17.23,335.36,3516.08,11.32,57.18,43.17,40.22,0.04,0.0,0.29,0.0,0.0,0.0,0.99,0.87,0.51,0.51,0.0,0.09,0.0,0.08,1.27,0.76,1.0,0.74,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.01,0.0,1.42,0.0,0.0,0.0,26.25,2.11,0.39,19.63,5.27,19.02,547.15,55.06,10.07,478.93,137.58,375.68,8519.53,1702.37,311.42,13178.07,4256.61,4266.38,19.12,2.13,0.39,18.23,5.32,12.74,97.43,11.04,2.02,94.07,27.6,64.58,70.5,7.11,1.3,62.24,17.76,48.38,64.88,6.3,1.15,55.61,15.73,44.99,159109111.98,99926513.85,40254556.3,18928041.84
260,FB_0260_FCCS.xml,10.05,0.3,0.42,5.56,0.25,3.51,0.0,9.04,0.26,0.38,5.01,0.23,3.16,0.0,1.0,0.03,0.04,0.56,0.02,0.35,0.0,0.01,0.01,0.0,0.0,0.0,59.54,1200.8,33524.09,61.13,246.31,152.71,133.92,39.8,832.1,30652.09,47.03,208.03,126.62,110.34,19.55,365.11,2844.04,13.97,37.91,25.84,23.34,0.19,3.59,27.96,0.14,0.37,0.25,0.23,0.26,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.42,0.0,2.78,2.78,0.0,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,1.86,2.51,32.94,1.44,20.8,0.0,37.23,50.54,664.39,29.18,419.47,0.0,987.36,1411.72,18558.39,849.65,11716.96,0.0,1.86,2.57,33.83,1.51,21.36,0.0,7.37,10.37,136.33,6.16,86.07,0.0,4.59,6.43,84.52,3.81,53.36,0.0,4.03,5.64,74.12,3.34,46.79,0.0,160831163.2,144713309.76,15960934.72,156918.72
261,FB_0261_FCCS.xml,2.9,0.0,0.94,1.85,0.08,0.02,0.0,2.62,0.0,0.85,1.67,0.08,0.02,0.0,0.29,0.0,0.09,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.12,345.4,9682.66,17.61,71.05,44.04,38.61,11.51,240.72,8867.24,13.61,60.18,36.63,31.92,5.61,104.68,815.43,4.0,10.87,7.41,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.85,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,10.98,0.44,0.14,0.0,0.0,112.15,221.46,8.95,2.83,0.0,0.0,3132.79,6186.13,284.74,79.01,0.0,0.0,5.71,11.28,0.48,0.14,0.0,0.0,23.01,45.44,2.01,0.58,0.0,0.0,14.27,28.17,1.24,0.36,0.0,0.0,12.51,24.71,1.08,0.32,0.0,46439841.6,41863609.44,4576232.16,0.0
262,FB_0262_FCCS.xml,8.78,0.0,0.34,5.56,0.0,2.88,0.0,7.91,0.0,0.31,5.01,0.0,2.59,0.0,0.88,0.0,0.03,0.56,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1048.82,29296.63,53.41,215.21,133.43,117.0,34.78,727.32,26792.29,41.11,181.83,110.68,96.45,17.22,321.5,2504.34,12.3,33.38,22.75,20.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,32.94,0.0,17.05,0.0,0.0,40.6,664.39,0.0,343.83,0.0,0.0,1133.97,18558.39,0.0,9604.27,0.0,0.0,2.07,33.83,0.0,17.51,0.0,0.0,8.33,136.33,0.0,70.55,0.0,0.0,5.16,84.52,0.0,43.74,0.0,0.0,4.53,74.12,0.0,38.36,0.0,140545105.6,126490595.04,14054510.56,0.0
263,FB_0263_FCCS.xml,5.65,0.01,1.38,2.78,0.17,1.31,0.0,5.09,0.01,1.24,2.5,0.16,1.18,0.0,0.56,0.0,0.14,0.28,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,33.38,673.42,18844.47,34.31,138.35,85.77,75.21,22.39,468.16,17245.62,26.46,117.04,71.24,62.08,10.99,205.19,1598.32,7.85,21.3,14.52,13.12,0.0,0.07,0.54,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,2.78,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.04,8.15,16.47,0.94,7.78,0.0,0.76,164.41,332.19,19.06,156.98,0.0,20.57,4592.57,9279.19,567.19,4384.95,0.0,0.04,8.37,16.92,0.99,7.99,0.0,0.15,33.74,68.16,4.09,32.21,0.0,0.09,20.92,42.26,2.52,19.97,0.0,0.08,18.34,37.06,2.21,17.51,0.0,90392155.04,81419251.58,8969852.61,3050.85
264,FB_0264_FCCS.xml,9.0,1.82,2.53,1.16,1.56,1.78,0.15,7.99,1.67,2.28,1.04,1.38,1.6,0.02,0.93,0.13,0.25,0.12,0.14,0.18,0.11,0.08,0.02,0.04,0.0,0.03,54.95,1104.73,29961.03,55.69,222.17,138.03,121.12,35.16,735.2,27082.5,41.55,183.8,111.88,97.49,18.14,338.67,2638.08,12.95,35.16,23.97,21.65,1.65,30.87,240.45,1.18,3.2,2.18,1.97,1.26,0.3,0.15,0.0,0.01,0.0,0.02,0.03,0.05,2.12,0.41,0.93,0.23,0.0,0.25,0.59,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.15,0.0,0.0,0.0,10.26,14.99,6.86,9.58,10.54,2.71,208.02,302.41,138.41,192.5,212.55,50.84,6084.89,8447.3,3866.33,5189.24,5937.13,436.14,10.77,15.4,7.05,9.68,10.82,1.97,44.06,62.05,28.4,38.55,43.61,5.48,27.23,38.47,17.61,23.96,27.04,3.71,23.85,33.74,15.44,21.03,23.71,3.35,144015217.46,127860716.5,14805104.32,1349396.64
265,FB_0265_FCCS.xml,15.19,1.66,1.72,0.93,5.48,1.53,3.88,8.48,1.46,1.55,0.83,2.85,1.4,0.39,4.62,0.14,0.17,0.09,1.37,0.13,2.71,2.09,0.05,1.26,0.0,0.78,123.39,2664.11,48778.59,94.92,485.33,343.67,314.16,25.44,753.31,28834.35,30.52,159.49,97.63,84.9,67.46,1316.22,13733.51,44.35,224.45,169.48,157.93,30.49,594.58,6210.74,20.05,101.39,76.56,71.33,1.06,0.31,0.13,0.01,0.03,0.02,0.07,0.04,0.01,1.34,0.37,0.93,0.0,0.05,0.42,0.51,1.14,0.66,0.16,0.72,0.54,0.96,0.33,0.0,0.0,0.0,1.15,0.0,0.38,3.87,0.0,0.0,0.01,7.24,7.14,3.86,46.85,6.15,52.15,185.67,186.5,100.72,998.75,162.57,1029.9,5545.72,5766.82,3114.21,17506.4,5149.45,11695.98,7.13,7.21,3.9,35.43,6.32,34.92,36.95,37.4,20.2,180.96,32.78,177.03,23.97,24.08,13.0,129.0,20.99,132.64,21.29,21.33,11.52,118.14,18.56,123.32,243044979.43,135646659.65,73955693.94,33442625.84
