Fuelbeds,Filename,Total Consumption,Canopy Consumption,Shrub Consumption,Herb Consumption,Wood Consumption,LLM Consumption,Ground Consumption,C_total_F,C_canopy_F,C_shrub_F,C_herb_F,C_wood_F,C_llm_F,C_ground_F,C_total_S,C_canopy_S,C_shrub_S,C_herb_S,C_wood_S,C_llm_S,C_ground_S,C_total_R,C_canopy_R,C_wood_R,C_llm_R,C_ground_R,CH4 Emissions,CO Emissions,CO2 Emissions,NMHC Emissions,PM Emissions,PM10 Emissions,PM25 Emissions,E_ch4_F,E_co_F,E_co2_F,E_nmhc_F,E_pm_F,E_pm10_F,E_pm25_F,E_ch4_S,E_co_S,E_co2_S,E_nmhc_S,E_pm_S,E_pm10_S,E_pm25_S,E_ch4_R,E_co_R,E_co2_R,E_nmhc_R,E_pm_R,E_pm10_R,E_pm25_R,C_overstory_crown,C_midstory_crown,C_understory_crown,C_snagC1F_crown,C_snagC1F_wood,C_snagC1_wood,C_snagC2_wood,C_snagC3_wood,C_ladder,C_shrub_1live,C_shrub_1dead,C_shrub_2live,C_shrub_2dead,C_herb_1live,C_herb_1dead,C_herb_2live,C_herb_2dead,C_wood_1hr,C_wood_10hr,C_wood_100hr,C_wood_S1000hr,C_wood_R1000hr,C_wood_S10khr,C_wood_R10khr,C_wood_S+10khr,C_wood_R+10khr,C_stump_sound,C_stump_rotten,C_stump_lightered,C_litter,C_lichen,C_moss,C_upperduff,C_lowerduff,C_basal_accum,C_squirrel,CH4_canopy,CH4_shrub,CH4_herb,CH4_wood,CH4_llm,CH4_ground,CO_canopy,CO_shrub,CO_herb,CO_wood,CO_llm,CO_ground,CO2_canopy,CO2_shrub,CO2_herb,CO2_wood,CO2_llm,CO2_ground,NMHC_canopy,NMHC_shrub,NMHC_herb,NMHC_wood,NMHC_llm,NMHC_ground,PM_canopy,PM_shrub,PM_herb,PM_wood,PM_llm,PM_ground,PM10_canopy,PM10_shrub,PM10_herb,PM10_wood,PM10_llm,PM10_ground,PM25_canopy,PM25_shrub,PM25_herb,PM25_wood,PM25_llm,PM25_ground,Total Heat Release,Flaming Heat Release,Smoldering Heat Release,Residual Heat Release
0,FB_0000_FCCS.xml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,FB_0001_FCCS.xml,31.21349406743828,4.779115610000001,2.1554141424227695,0.18547999999999998,9.866816343515204,1.60725,12.619417971500305,13.552834270520929,4.420740468,2.042254899945574,0.17620599999999997,4.190041105425325,1.4616500000000001,1.2619417971500306,11.65563784757929,0.322584686,0.11315924247719539,0.009274000000000001,2.2314273390518835,0.1456,8.833592580050212,6.005021949338055,0.035790456000000005,3.445347899037994,0.0,2.5238835943000613,405.78140280987213,7710.662238559675,96281.09642380677,317.7239753635517,982.8202605048405,647.1507685274522,578.6040173482212,59.63247079029209,1246.8607528879254,45930.55534279543,70.47473820670884,311.71518822198135,189.739679787293,165.34457810035533,228.4505018125541,4265.96345221402,33230.22350344856,163.17892986611008,442.91423820801305,301.88102025230364,272.7419256333554,117.6984302070259,2197.838033457728,17120.317577562797,84.07030729073277,228.1908340748461,155.53006848785563,140.51751361451048,3.1106017599999998,1.4831690800000004,0.09245484000000001,0.0,0.00682758,0.0,0.006058250000000001,0.08000410000000001,0.0,0.10777070712113833,2.047643435301631,0.0,0.0,0.018547999999999995,0.166932,0.0,0.0,0.2,0.6920000000000001,2.7454,0.21905944100854569,2.8459244257756304,0.08862435997322905,1.5043390233802059,0.0,1.5567665933775918,0.0,0.0147025,0.0,1.30475,0.0025,0.3,12.619417971500305,0.0,0.0,0.0,26.475410842400002,11.203842712313556,0.9570768,129.70097553043303,9.285020000000001,228.15907692472553,537.873425028,229.3037335416463,19.605235999999998,2463.183518840025,187.7614,4272.9349251500025,16003.616975894,7243.818856218033,623.6023079999999,30384.53551008067,5368.63745,36656.885323614086,28.005102421600004,12.20395487439772,1.0461071999999998,101.26306708146998,9.63898,165.56676378608398,115.29528616,51.27191391288162,4.40515,312.0884044721978,39.15075,460.608755959761,71.1722827298,31.522392979397395,2.7070805999999994,205.68905414248235,24.23414,311.8258180757725,62.319012032399996,27.56343605330237,2.3667247999999996,183.9550420574921,21.239169999999998,281.1606324050268,499415905.07901245,216845348.32833487,186490205.56126866,96080351.18940888
2,FB_0002_FCCS.xml,37.645884092032034,4.90214749,3.0704044015965697,0.148384,11.227356877812372,1.56997,16.72762132262309,16.22912097269137,3.634394472,2.9015321595087578,0.14096479999999997,6.460794408920298,1.418673,1.6727621322623092,15.054201250461587,0.7438955580000002,0.16887224208781132,0.0074192,2.273382324537612,0.15129700000000001,11.709334925836162,6.362561868879078,0.5238574600000001,2.49318014435446,0.0,3.3455242645246184,361.37210446044776,7548.169255581621,118824.44365568447,264.0257614473593,1345.9621618865542,972.6300976657532,894.7445084083644,48.68736291807411,1444.391766569532,55195.24042812335,58.42483550168893,305.1074742865978,186.63489118595075,162.29120972691368,219.79133825673915,4290.447356381552,44726.03191512138,144.52033200443122,731.6341807724332,552.4891858919402,514.8536827657863,92.89340328563455,1813.3301326305373,18903.171312439743,61.08059394123915,309.2205068275232,233.5060205878622,217.5996159156645,2.17001984,1.19742067,0.06403968000000002,0.011135680000000002,0.0,0.13047192000000002,0.4699781,0.7740816000000001,0.085,0.15246340605718975,1.372170654514708,0.15457703410246715,1.3911933069222047,0.0208665,0.11824349999999999,0.0037096000000000004,0.005564400000000001,1.0,1.73,3.1376,0.8762377640341827,0.7769534596019573,0.5317461598393743,1.1282542675351543,0.7552064520996291,1.2454132747020734,0.0,0.0459455,0.0,1.45597,0.0015,0.1125,16.72762132262309,0.0,0.0,0.0,29.412377478800003,11.170131213008318,0.5312147199999999,88.97419527258515,6.4649552,224.8192305760543,684.7707181380001,306.3649511913057,14.6603392,1933.481006028147,169.38154200000002,4439.5106990241675,16127.06981575,10369.830305732172,501.4637279999999,36134.61887981628,5274.41026,50417.05066638599,25.254249072000004,12.066689298274518,0.5786975999999999,69.01785957347697,6.559674000000001,150.54859190360781,129.9394127484,62.75599556423228,3.0107113599999997,353.11787087585634,34.024086600000004,763.1140847380653,88.32207218860002,39.56523111897339,1.8933798399999997,249.2319783109225,21.867339400000002,571.7500968072573,79.70109793560002,34.79075227449073,1.6633846399999999,227.62438052531186,19.361087400000002,531.6038056329618,602334145.4725126,259665935.5630619,240867220.00738537,101800989.90206525
3,FB_0003_FCCS.xml,43.56598651672951,2.1376475100000003,1.1066867943581986,0.28749399999999997,20.25587230153371,2.155687,17.6225989108376,18.81821710535381,1.5748380100000001,1.043052303682602,0.2731193,12.224454300587446,1.9404933000000002,1.76225989108376,17.00292304872203,0.33216480000000004,0.06363449067559643,0.014374699999999999,4.041736120460113,0.21519370000000002,12.33581923758632,7.744846362653671,0.23064470000000004,3.9896818804861516,0.0,3.52451978216752,416.3734988971467,8613.128491415964,137614.98090730712,303.92718048728045,1555.3412709615109,1126.1551148810572,1034.1403051345872,56.76793454086143,1634.161635272089,64032.35322626671,67.70082683287372,362.9572045926516,225.9198803215688,196.0142516735381,247.38674198644168,4808.759355836679,50544.18675767476,162.55194492033152,821.1632966558909,620.0033244690986,577.3761380622935,112.21882236984361,2170.2075003071964,23038.44092336566,73.67440873407524,371.22076971296843,280.23191009038976,260.7499153987556,1.3706083200000003,0.0,0.10542744000000001,0.0,0.0,0.0,0.13427945,0.4423323,0.085,0.1660030191537298,0.9406837752044688,0.0,0.0,0.02782199999999999,0.25039799999999995,0.0046370000000000005,0.0046370000000000005,2.5,3.0275,2.82384,4.687872475701759,2.31020552583195,0.0,0.0,0.0,0.0,0.0,3.3080705000000004,0.0,2.148187,0.0,0.0075,17.6225989108376,0.0,0.0,0.0,12.941532729999999,4.058220474911514,1.02922852,152.5334798905778,8.963307920000002,236.84772936165734,300.56129039,110.96748487029656,28.4044072,3262.123449819368,234.03410820000002,4677.037750936299,7028.13109651,3736.4789566217264,971.585973,65525.31356791086,7238.958196000001,53114.51311726452,11.072388036000001,4.365879403743093,1.1212266,119.71266084999895,9.051635400000002,158.60339019753837,56.959496288000004,22.702019556066904,5.83325326,618.9638516850324,46.93968786000001,803.9429623124113,38.765745765000005,14.330487300144313,3.66842344,436.83674586348354,30.213281740000006,602.3404307724293,34.99646500000001,12.60682261793142,3.2228077400000004,396.5034588502367,26.764557540000006,560.046193386419,697055784.2676722,301091473.68566096,272046768.7795525,123917541.80245875
4,FB_0004_FCCS.xml,38.13798325990767,0.6077893700000001,4.99101566072561,0.55644,26.236414085234287,2.26875,3.4775741439477708,14.683489866389625,0.569549096,4.670909411443509,0.528618,6.524780944551339,2.041875,0.3477574143947771,10.197873819615829,0.03789722400000001,0.32010624928210146,0.027822000000000006,7.150871445570287,0.226875,2.4343019007634394,13.256619573902217,0.00034305,12.560761695112664,0.0,0.6955148287895542,386.3576885945323,7980.82238432092,119629.98217901963,277.89546227197593,1415.0811132451022,1029.117699293593,948.4268859702134,44.07922773836888,1303.0982024710765,49941.449499344715,52.85645521340265,276.368003172125,169.27096402348067,147.19437540389623,148.8103864217911,2902.9908209391115,30300.499521845028,97.83752390871194,495.0290332073293,373.795383043901,348.31170288486135,193.46807443437237,3774.733360910732,39388.03315782989,127.20148314986128,643.6840768656477,486.0513522262114,452.9208076814558,0.5606172800000001,0.0,0.044827740000000005,0.00067104,0.0,0.0016733100000000001,0.0,0.0,0.0,1.368011638265786,3.192027155953502,0.04309768665063219,0.3878791798556898,0.04636999999999999,0.41733000000000003,0.009273999999999998,0.083466,0.2,0.2595,2.98072,0.0,11.999644160279098,0.0,2.63259329091536,0.0,1.4010899340398326,0.0,6.6161414999999995,0.0,2.26875,0.0,0.0,3.4775741439477708,0.0,0.0,0.0,2.2669552884,18.686279473849208,1.9920552000000002,307.23580213762506,9.438,46.73859649465804,61.588347634,506.94121866387115,54.97627200000001,6187.98211821931,246.38625000000002,922.9481778037384,2050.64832955,16836.798574936496,1880.48898,80762.17532467455,7618.462500000001,10481.40846985858,2.4174833760000003,19.888293874304807,2.170116,212.59265172614113,9.52875,31.298167295529932,12.5660003212,103.3702606502481,11.2901676,1079.7943772267568,49.413375,158.6469324468973,7.953232659800001,65.46335758025347,7.100174400000001,797.9295754134047,31.807875000000003,118.86348424013482,7.003308330800001,57.65672783988296,6.2376924,738.8339761048703,28.177875000000004,110.51730629466017,610207732.1585227,234935837.862234,163165981.11385328,212105913.18243548
5,FB_0005_FCCS.xml,25.77569821440233,3.611343690000001,2.3925655024371397,0.194754,9.768405478799444,4.981,4.827629543165745,16.713854387847658,3.333143724000001,2.260974399803097,0.1850163,5.969057009727986,4.4829,0.48276295431657457,6.478350917446506,0.24887930000000005,0.1315911026340427,0.009737700000000002,2.212006214402699,0.4981,3.3780366004097644,2.5834929091081658,0.029320666000000002,1.5873422546687597,0.0,0.9668299884394059,182.4444830312412,4070.158531086523,83766.55678176381,147.1635765311764,754.626072462093,524.7789938948046,477.0536027466464,50.14156316354297,1487.5330405184416,56843.818773069885,60.16987579625157,314.22046249153595,192.20932546024807,167.13854387847658,94.583923394719,1846.3300114722542,19247.18057573357,62.19216880748645,314.8478545879002,237.7554786702868,221.55960137667054,37.71899647297922,736.2954790958272,7675.5574329603605,24.80153192743839,125.55775538265686,94.81418976426968,88.35545749149928,2.1122331200000004,1.0776787900000002,0.2511252,0.00532784,0.0,0.01368714,0.020337900000000003,0.0459537,0.085,0.23925655024371392,2.153308952193426,0.0,0.0,0.09274,0.09274,0.0046370000000000005,0.0046370000000000005,0.5,1.3840000000000001,2.58852,1.8839111926734928,0.5973737779399049,1.577513784772197,0.6017356093520824,0.4279503228564565,0.186811991205311,0.0022108,0.018378,0.0,4.981,0.0,0.0,4.8232826104782225,0.0,0.004346932687522623,0.0,14.061150675600004,8.704153297866315,0.69721932,73.37765867762725,20.720959999999998,64.8833410601476,375.9367817460001,238.73018583317779,19.2416952,1614.0603875511565,540.9366,1281.2528807561887,12162.553904310003,8080.531099656073,658.1711429999999,31588.62719169618,16726.198,14550.475443101554,14.670037080000006,9.402782424577959,0.7595406,57.96235053810675,20.920199999999998,43.4486658884917,76.18362035880003,48.9016463043127,3.95155866,296.866607379759,108.48618,220.2364597592213,48.54109157820001,30.83059906440498,2.4850610399999997,208.08024442679437,69.83362,165.00837778540517,42.84587607720002,27.110159708115226,2.18319234,189.62828773952376,61.86402,153.42206688180738,412411171.43043727,267421670.20556253,103653614.6791441,41335886.54573065
6,FB_0006_FCCS.xml,9.84968823322569,2.94522445,2.223189845475996,0.64918,3.486534686648683,0.5440488938085313,0.0015103572924793202,7.2869610983192565,2.1086440580000003,2.100914403974816,0.6167209999999999,1.9692890961875136,0.4912415044276781,0.00015103572924793203,1.5387346691818504,0.4794858460000001,0.12227544150117978,0.032459,0.8511028493828257,0.05280738938085313,0.0006041429169917281,1.0239924657245838,0.35709454600000007,0.666142741078344,0.0,0.0007551786462396601,81.88147396927086,1596.3368936856266,32014.06431289021,73.36478873895021,264.29837198778745,168.13874811554624,148.61662416630548,31.966677816604733,667.0301416083717,24698.958545135964,37.75169800926014,167.5058676563429,102.14596120146959,89.01229711449493,30.001871670214268,558.8511992713072,4391.317894905455,21.409740789045905,58.17635403141032,39.66230499180992,35.8246473063553,19.912924482451842,370.45555280594766,2923.7878728487885,14.203349940644173,38.616150300034185,26.330481922266717,23.779679745455258,0.8990782400000001,1.1068368500000003,0.018628380000000003,0.0014920000000000003,0.0,0.05299848000000001,0.0,0.8661905000000001,0.0,0.22231898454759955,2.0008708609283965,0.0,0.0,0.13910999999999998,0.41733,0.037096000000000004,0.055644,0.1,0.34600000000000003,0.6275200000000001,1.1391090932444374,0.19805625735763896,0.38994718388220784,0.263259329091536,0.0,0.21794732307286283,0.021048499999999998,0.0612605,0.0,0.5120988938085312,0.00015,0.0318,0.0,0.0,0.0015103572924793202,0.0,25.67500953840001,11.640622030912315,3.3497687999999997,37.992278888763984,3.1964874513465054,0.02730725984802611,500.1836768080001,238.03693675511488,68.61832599999998,724.4648242225393,64.52172292073863,0.5114069792334979,9531.285410154,7468.606198790516,2182.6080779999998,11011.806014452279,1815.3713256302135,4.387285863193929,22.677074589600004,12.636611081685562,3.6613751999999993,31.076152705631443,3.29375927435587,0.01981588767732868,80.28886823,52.9674980684656,15.418024999999997,102.26361724983725,13.305235398309016,0.05512804117549519,51.18844896480001,32.57973559052798,9.474782099999997,66.61336808456949,8.24509244695159,0.037320928697164,45.301438680400004,28.492401059620363,8.283536799999997,59.27675760027903,7.228839265529635,0.03365076047643925,157595011.73161104,116591377.5731081,24619754.706909608,16383879.451593341
7,FB_0007_FCCS.xml,28.59242809258463,3.8635693800000004,0.6664811001909153,0.018548000000000002,17.21702728038936,1.26896,5.557842332004355,12.42840379237491,3.46337137,0.6314908424308923,0.0176206,6.614222746743582,1.145914,0.5557842332004355,8.464364055818953,0.32658789,0.034990257760023055,0.0009274000000000001,4.088322875655882,0.12304600000000003,3.890489632403048,7.699660244390765,0.07361012,6.514481657989894,0.0,1.111568466400871,273.2279431226866,5708.604395978837,90295.61319780695,199.86492335196297,1018.8783556708407,735.9346759860082,676.8701185669215,37.29686453752473,1104.615523775167,42270.17660233027,44.74058891534968,233.78300842964833,143.09311733231146,124.4297024287491,123.54787711600672,2410.964729230352,25148.68580961491,81.23274551316194,411.12997623830114,310.4530942665556,289.29664324450823,112.38320146915517,2193.0241429733182,22876.750785861765,73.89158892345134,373.9653710028912,282.3884643871411,263.1437728936642,1.83997456,1.2590023200000002,0.07056720000000001,0.0,0.0,0.0,0.0,0.1840253,0.51,0.033324055009545724,0.6331570451813696,0.0,0.0,0.0009273999999999989,0.017620600000000004,0.0,0.0,1.0,2.7680000000000002,1.49036,0.2628713292102548,4.846216667679397,0.12407410396252067,2.030857681563278,0.21397516142822826,4.421217436545679,0.0,0.0,0.0,1.1919600000000001,0.002,0.075,5.557842332004355,0.0,0.0,0.0,16.233005055999996,2.4053302905890135,0.06640184,174.59159139395908,5.2342136,74.69740094213851,422.29648477999996,66.17490843795598,1.8325424,3606.194649446925,137.05445600000002,1475.0513549139557,12967.914317079998,2251.656410912493,62.682966,53999.199535153326,4262.82318,16751.336788661123,16.310037828,2.609273507247434,0.0723372,125.54616182867633,5.306532000000001,50.020580988039185,84.56100504199999,13.572554364837895,0.37633892,639.2964713579639,27.523218800000002,253.54876718603865,54.516037722,8.546287147748107,0.23667248000000002,464.97482852835117,17.6937992,189.96705090790883,48.320485642,7.5115752397017115,0.20792308,428.5345920941213,15.667313200000002,176.62822931109838,457478849.48135406,198854460.67799857,135429824.89310324,123194563.91025224
8,FB_0008_FCCS.xml,61.41407659551602,3.5268067600000004,1.3208946319716444,0.018548000000000002,22.194302653793024,3.0814500000000002,31.272074549751352,20.44885258050604,2.919253860000001,1.241725692100912,0.0176206,10.36441497342999,2.77863,3.127207454975135,28.582175966744106,0.3936714640000001,0.07916893987073212,0.0009274000000000001,5.915135978047427,0.30282000000000003,21.890452184825946,12.383048048265874,0.213881436,5.914751702315603,0.0,6.25441490995027,659.4388283606638,13495.03672394288,191254.2281748957,466.8820198339175,2375.348315642999,1738.5855260266858,1605.4991871184018,61.34655774151811,1819.9478796650374,69546.54762630104,73.61586928982175,384.43842851351354,235.16180467581944,204.4885258050604,417.29976911446397,8145.92015052207,84917.64479719674,274.3888892807434,1389.0937519837637,1048.9658579795089,977.5104180626486,180.79250150468175,3529.168693755774,36790.03575139791,118.87726126335238,601.8161351457214,454.4578633713576,423.5002432506929,1.04878544,1.6978940400000004,0.06178859999999999,0.02485648,0.0,0.14911075000000001,0.17354035,0.2858311,0.085,0.21732450374305584,0.6519735112291676,0.04515966169994209,0.4064369552994789,0.0009273999999999999,0.008346600000000001,0.0037096000000000004,0.005564400000000001,1.0,1.73,3.1376,4.381188820170913,1.7783023626987922,3.544974398929162,3.7608475584505148,1.2586774201660487,1.5567665933775918,0.0,0.0459455,0.0,2.97495,0.0015,0.105,31.272074549751352,0.0,0.0,0.0,17.628033920000004,4.881043598415425,0.06640184,203.80960505359022,12.757062000000001,420.2966819486582,432.96617004000007,133.07673446013982,1.8325424,4293.9509215387325,333.60177000000004,8299.60858550401,11733.422043760003,4458.319999191147,62.682966,70395.97162299395,10349.798850000001,94254.03269295057,16.341821736000004,5.230234314322312,0.0723372,150.87881563583306,12.910140000000002,281.44867094776214,84.40904350800001,27.19205348921473,0.37633892,769.7835427661271,66.955296,1426.6320409596567,55.868610820000015,17.185345552416358,0.23667248000000002,553.3476500637681,43.067739,1068.8795081105013,49.970847780000014,15.12483466458816,0.20792308,508.2263084027156,38.142744,993.826529191098,982625225.5282563,327181641.2880966,457314815.4679057,198128768.772254
9,FB_0009_FCCS.xml,35.983840432237606,2.76128412,1.369177707485181,0.13910999999999998,22.7640230808787,1.6564999999999999,7.2937455238737225,13.57311367421487,1.8996327499999999,1.290449989304783,0.13215449999999998,8.023076882522716,1.4984250000000001,0.7293745523873723,11.600396049947427,0.48882844999999997,0.07872771818039791,0.006955499999999999,5.762187515055423,0.158075,5.105621866711606,10.810330708075305,0.37282291999999995,8.978758683300562,0.0,1.4587491047747445,367.89431670227657,7593.288270187702,112745.79939909272,263.98457584239173,1344.1914594271445,978.4764557809053,902.0850232345263,40.72418725984461,1207.3781446485234,46162.64838364237,48.86251690757353,255.22819184423955,156.160039213471,135.79171470714869,169.35254171688246,3305.539373986367,34465.21757307621,111.35334310839531,563.6802215989451,425.6559073070706,396.6567716097021,157.81758772554946,3080.370751552812,32117.933442374135,103.76871582642293,525.2830459839599,396.66050926036377,369.6365369176755,1.31098176,0.0,0.43324506,0.0,0.0,0.0,0.2685589,0.6634983999999999,0.085,0.20537665612277717,1.1638010513624037,0.0,0.0,0.013910999999999995,0.12519899999999998,0.0,0.0,1.5,2.249,1.9609999999999999,0.8762377640341827,4.639167738655609,0.6558202638018951,3.0086780467604117,0.881074194116234,6.227066373510367,0.0,0.7412529999999999,0.0,1.505,0.0015,0.15,7.2937455238737225,0.0,0.0,0.0,18.279008251999997,5.020774653348159,0.49801379999999995,239.2654101560655,6.80317,98.02793984086284,414.63795519999996,137.28744872953908,13.744067999999999,4913.447536222077,178.4112,1935.760062036086,9020.61720302,4622.720464339529,470.1222449999999,71083.20622777779,5565.784250000001,21983.3490089554,15.110531051999999,5.401406056029039,0.5425289999999999,170.37455001949925,6.911850000000001,65.6437097148635,77.589352282,28.086626902497258,2.8225418999999996,867.099432543528,35.852835000000006,332.74067079911924,53.468381904,17.729482134225606,1.7750435999999996,633.170086136676,23.033240000000003,249.30022200600388,48.464804354,15.596987854817439,1.5594230999999996,584.278160177002,20.390415,231.7952327487069,575741446.9158016,217169818.78743792,185606336.79915884,172965291.3292049
