GeneratorName=FCCS 3.0,GeneratorVersion=3.0.0,DateCreated=10/29/2012
fuelbed_number,site_name,site_description,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,Total_aboveground_fuel_loading,efg_natural,efg_activity
44.000000,,,162,260.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.821751,0.000000,75.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.250000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.600000,16.071751,7,7
45.000000,,,148,310.000000,1.281971,0.880914,0.671695,0.000000,0.000000,0.000000,2.965035,2.965035,1.766587,0.000000,95.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.400000,1.000000,1.000000,4.000000,1.000000,0.000000,3.000000,0.500000,0.000000,0.042072,0.000000,0.000000,1.500000,2.227500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,2.700000,0.500000,1.200000,48.704945,9,9
46.000000,,,161,260.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.061473,0.172292,85.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,2.160000,0.200000,0.960000,18.153765,7,7
47.000000,,,139,260.000000,4.226191,9.049590,1.795674,0.019419,4.534366,16.713274,11.762122,11.762122,2.846700,0.000000,70.000000,0.000000,0.500000,0.000000,70.000000,0.000000,0.400000,2.000000,3.000000,8.000000,12.000001,8.000000,6.000000,8.000000,6.000000,0.219255,5.002946,0.000000,1.000000,2.400800,0.100000,0.000050,1.700000,0.051000,0.001730,0.000000,0.000000,2.000000,35.199997,2.500000,16.000000,564.181152,8,1
48.000000,,,141,260.000000,9.879407,8.977715,2.806484,0.000000,8.246680,0.000000,3.445935,1.722967,4.240741,1.820617,90.000000,90.000000,0.100000,0.000000,80.000000,0.000000,0.500000,1.000000,2.000000,2.000000,1.500000,1.500000,2.000000,2.000000,4.000000,0.070685,0.103377,0.000000,1.000000,3.070000,0.500000,0.012500,0.500000,0.150000,0.000000,0.000000,3.000000,0.500000,9.000000,1.000000,8.000000,234.245392,8,1
49.000000,,,166,320.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.080024,0.000000,45.000000,0.000000,0.100000,0.000000,70.000000,0.000000,0.100000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.052850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.532874,7,7
51.000000,,,160,260.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.024640,6.195834,70.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,8.370001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.790474,7,7
52.000000,,,118,240.000000,1.816831,10.595665,1.109735,0.011597,0.000000,1.859860,1.103817,2.649868,0.385008,0.111341,89.000000,95.000000,0.200000,0.010000,70.000000,80.000000,0.400000,0.900000,0.400000,0.400000,1.100000,0.600000,0.400000,2.400000,0.000000,0.215656,0.245042,0.000000,0.700000,1.876140,0.100000,0.005200,0.200000,0.040800,0.000255,0.000000,3.000000,0.800000,12.240001,0.300000,2.040000,81.479759,8,1
53.000000,,,10,330.000000,9.217841,0.000000,0.295013,0.122887,0.000000,4.638758,1.960354,0.431380,0.000000,0.000000,0.000000,0.000000,0.050000,0.010000,50.000000,50.000000,0.100000,1.500000,1.500000,8.000000,3.000000,0.000000,3.000000,1.500000,0.000000,0.038713,0.025883,0.000000,0.600000,1.520310,0.200000,0.001500,0.400000,0.126000,0.082158,0.000000,3.000000,1.000000,15.300000,0.500000,3.400000,105.352402,8,8
54.000000,,,118,310.000000,3.335672,16.536085,5.880523,0.000000,0.000000,0.000000,39.240383,0.000000,0.261217,0.000000,90.000000,0.000000,0.100000,0.010000,75.000000,70.000000,0.300000,2.400000,4.900000,0.500000,3.000000,4.000000,1.000000,3.000000,4.000000,0.000000,0.220538,0.000000,0.800000,2.295200,0.100000,0.000250,0.100000,0.000300,0.000526,0.000000,3.000000,1.200000,20.520000,0.800000,6.080000,127.219383,8,1
55.000000,,,7,330.000000,2.501215,0.000000,1.975097,0.000000,0.000000,0.000000,0.000000,0.000000,1.279752,0.000000,80.000000,0.000000,0.600000,0.010000,50.000000,50.000000,0.200000,0.400000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.040800,0.100000,0.001750,0.100000,0.006750,0.000000,0.000000,0.000000,0.100000,0.270000,0.100000,0.120000,6.407825,5,5
56.000000,,,186,330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.496428,0.000000,80.000000,0.000000,0.700000,0.010000,50.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.018500,0.200000,0.004800,0.300000,0.023850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.253577,13,13
57.000000,,,1,330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.010000,65.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.022100,0.100000,0.001600,0.100000,0.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.135950,13,13
58.000000,,,7,330.000000,2.359767,0.000000,1.196702,0.001912,0.000000,0.204871,0.215117,0.000000,0.149881,0.000000,70.000000,0.000000,0.100000,0.050000,70.000000,75.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.030000,0.100000,0.000850,0.100000,0.003450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.158745,5,5
59.000000,,,113,240.000000,0.347008,5.218052,0.287496,0.434889,0.000000,28.570631,9.317807,6.401168,2.866365,0.000000,90.000000,0.000000,0.300000,0.000000,85.000000,0.000000,0.500000,1.000000,2.000000,6.300000,3.900000,0.300000,6.300000,3.900000,0.300000,0.000000,0.000000,0.000000,0.300000,0.324540,0.200000,0.005000,0.700000,0.577500,0.000000,0.000000,0.500000,2.000000,35.640003,1.200000,8.160001,260.447113,8,4
60.000000,,,186,330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.974885,0.000000,50.000000,0.000000,0.100000,0.100000,50.000000,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.103500,0.100000,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.280885,13,13
61.000000,,,115,240.000000,7.672550,0.000000,3.773385,0.123466,0.000000,26.862343,26.791506,4.410796,0.911595,0.000000,89.000000,0.000000,0.200000,0.000000,60.000000,0.000000,0.100000,0.400000,1.700000,4.400000,13.600000,0.000000,5.400000,19.500000,0.000000,0.309601,0.176430,0.000000,0.800000,1.394400,0.000000,0.000000,0.500000,0.007500,0.000000,0.000000,0.500000,0.700000,12.320000,0.600000,3.360000,213.908524,8,3
62.000000,,,8,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.567678,1.152930,85.000000,98.000000,0.100000,0.010000,85.000000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.125000,0.100000,0.001000,0.200000,0.024000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.980608,13,13
63.000000,,,171,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.250000,0.100000,95.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.057500,0.000000,0.000000,0.700000,0.052500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.460000,13,13
65.000000,,,169,260.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.300000,90.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,1.620000,0.100000,0.720000,5.175000,13,13
66.000000,,,1,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081548,0.000000,100.000000,0.000000,1.000000,0.010000,85.000000,70.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.287500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,23.099998,0.200000,1.120000,25.599049,13,13
67.000000,,,118,340.000000,2.529964,3.234330,0.000000,0.086358,0.000000,17.844320,9.857100,7.582383,4.309235,0.000000,90.000000,0.000000,0.750000,0.000000,75.000000,0.000000,0.500000,1.400000,1.200000,4.000000,2.000000,0.000000,1.600000,1.000000,0.000000,0.285548,0.172295,0.000000,0.700000,1.820700,0.000000,0.000000,0.200000,0.004500,0.000275,0.000000,3.000000,1.000000,14.400000,1.000000,6.400000,175.956970,8,1
69.000000,,,145,260.000000,0.027600,0.000000,0.003450,0.000000,0.000000,0.000000,0.000000,0.000000,3.749570,0.000000,93.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.200000,0.400000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.053000,0.000000,0.000000,0.000000,0.000000,0.000424,0.000000,0.000000,0.100000,0.018000,0.100000,0.080000,5.508905,5,5
70.000000,,,113,330.000000,6.916615,2.445154,0.192622,0.185149,0.000000,11.241385,8.339162,8.040514,2.835688,0.000000,85.000000,0.000000,0.200000,0.000000,70.000000,0.000000,0.300000,1.200000,2.500000,12.000001,7.000000,0.000000,8.700001,5.500000,0.000000,0.124903,0.092657,0.000000,0.800000,1.430400,0.000000,0.000000,0.500000,0.007500,0.000000,0.000000,0.500000,0.600000,9.720000,0.600000,4.320000,153.746490,8,4
71.000000,,,0,420.000000,2.950101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.058075,0.000000,80.000000,0.000000,0.500000,0.100000,80.000000,75.000000,0.400000,0.500000,0.800000,0.400000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,1.200000,1.248480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.364918,8,8
72.000000,,,0,420.000000,3.946536,0.000000,0.000000,0.000000,0.085841,0.000000,0.073544,0.055158,0.445600,0.000000,80.000000,0.000000,6.000000,0.300000,95.000000,95.000000,0.200000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,5.301000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.000000,92.920052,8,8
73.000000,,,0,420.000000,17.981567,0.000000,0.000000,0.000000,9.053503,0.000000,4.184730,3.406176,0.680000,0.000000,80.000000,0.000000,3.000000,0.000000,80.000000,0.000000,0.900000,1.400000,4.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,1.800000,4.892400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.878868,8,8
74.000000,,,0,420.000000,2.981464,0.000000,0.000000,0.000000,9.883288,0.000000,5.031688,2.925399,0.210000,0.000000,80.000000,0.000000,0.700000,0.020000,80.000000,80.000000,0.200000,0.700000,2.200000,1.900000,0.000000,0.000000,1.900000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.168400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,59.747631,8,8
75.000000,,,0,420.000000,5.794470,0.000000,0.128726,0.000000,0.000000,0.000000,0.000000,0.904211,0.118960,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,1.200000,1.900000,0.500000,1.500000,1.000000,0.500000,1.500000,1.000000,0.000000,0.000000,0.000000,2.500000,7.350000,0.000000,0.000000,0.000000,0.000000,0.059678,0.000000,0.000000,2.000000,34.200001,2.000000,15.200001,146.358398,8,8
76.000000,,,0,420.000000,2.095846,0.000000,0.000000,0.000000,0.000000,0.000000,2.161290,1.668876,0.016500,0.000000,90.000000,0.000000,3.000000,0.020000,80.000000,90.000000,0.100000,0.400000,0.500000,0.500000,1.500000,0.300000,0.500000,1.500000,0.300000,0.000000,0.000000,0.000000,2.200000,5.831100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,25.650002,3.300000,25.080002,119.637848,8,8
77.000000,,,0,420.000000,5.488559,7.579439,4.051080,0.000000,0.000000,0.000000,1.672043,10.169152,1.360000,0.000000,90.000000,0.000000,0.050000,0.000000,80.000000,0.000000,0.800000,3.300000,4.200000,4.000000,1.000000,6.000000,2.000000,0.500000,0.500000,0.000000,0.000000,0.000000,1.800000,5.468400,0.000000,0.000000,0.000000,0.000000,0.000878,0.000000,0.100000,2.000000,35.280003,2.000000,15.679999,253.516037,8,8
78.000000,,,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.367200,0.000000,80.000000,0.000000,0.900000,0.000000,80.000000,0.000000,1.100000,2.500000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.300000,1.591200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.058401,8,8
79.000000,,,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787050,0.000000,90.000000,0.000000,2.500000,0.000000,80.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.575000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.962050,8,8
80.000000,,,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120480,0.000000,78.000000,0.000000,5.000000,0.100000,80.000000,80.000000,0.100000,0.300000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,0.322000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.242480,8,8
81.000000,,,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.496590,0.000000,78.000000,0.000000,3.800000,0.020000,80.000000,80.000000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.200000,1.476000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.992590,8,8
82.000000,,,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.178767,0.000000,99.000000,0.000000,4.500000,0.000000,95.000000,0.000000,0.200000,0.300000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.904000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.182767,8,8
83.000000,,,0,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.536000,0.000000,85.000000,0.000000,5.000000,0.000000,85.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.400400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.036401,8,8
84.000000,,,0,420.000000,0.078147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.692000,0.000000,90.000000,0.000000,4.000000,0.000000,75.000000,0.000000,0.100000,0.200000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.493639,8,8
85.000000,,,109,130.000000,1.121234,0.000000,0.032343,0.000000,0.206534,0.000000,0.208124,0.160096,0.463132,1.749237,90.000000,90.000000,0.050000,0.020000,80.000000,80.000000,0.200000,0.300000,1.000000,1.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.020653,0.012007,0.000000,0.500000,0.075000,2.000000,0.700000,2.500000,0.937500,0.000000,0.080994,0.000000,2.000000,21.599998,4.000000,32.000000,68.922218,8,8
86.000000,,,109,130.000000,1.121234,0.000000,0.032343,0.000000,0.206534,0.000000,0.193524,0.160096,0.463132,1.749237,90.000000,90.000000,0.020000,0.020000,80.000000,75.000000,0.200000,0.300000,1.000000,1.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.020653,0.012007,0.000000,0.500000,0.075000,2.000000,0.100000,2.500000,3.187500,0.000000,0.080994,0.000000,2.000000,21.599998,4.000000,30.400002,68.927620,8,8
87.000000,,,109,130.000000,7.244898,0.000000,0.019406,0.000000,2.689239,0.000000,1.876120,1.407090,0.500000,0.728800,90.000000,90.000000,0.010000,0.020000,90.000000,90.000000,0.100000,0.200000,0.500000,1.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.107569,0.062537,0.000000,1.000000,0.450000,2.000000,0.050000,2.500000,3.000000,0.000000,0.080994,0.500000,2.000000,32.400002,4.000000,32.000000,129.340073,8,8
88.000000,,,109,130.000000,0.517493,0.000000,0.043124,0.000000,0.070250,0.000000,0.061261,0.032673,0.694698,0.150080,90.000000,90.000000,0.020000,0.020000,75.000000,75.000000,0.200000,0.300000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.010537,0.006126,0.000000,0.500000,0.075000,2.000000,0.050000,15.000000,20.250002,0.000000,0.040497,0.000000,15.000000,297.000000,20.000000,144.000000,468.098907,8,8
89.000000,,,109,130.000000,0.517493,0.000000,0.043124,0.000000,0.070250,0.000000,0.061261,0.032673,0.463132,0.112560,90.000000,90.000000,1.000000,0.020000,80.000000,90.000000,0.200000,0.300000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.010537,0.006126,0.000000,0.500000,0.075000,0.000000,0.000000,20.000000,12.000000,0.000000,0.040497,0.000000,10.000000,198.000015,10.000000,72.000000,289.509796,8,8
90.000000,,,52,220.000000,8.984249,4.410450,1.045440,0.000000,2.311165,0.000000,1.796991,0.735133,0.958038,0.000000,90.000000,0.000000,0.010000,0.000000,80.000000,0.000000,1.000000,1.400000,1.500000,5.000000,4.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.204202,0.000000,2.000000,5.270000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.300000,1.000000,6.800000,160.679367,9,9
91.000000,,,104,130.000000,7.546771,0.000000,0.032343,0.000000,4.123341,0.000000,5.513495,3.675663,0.726957,0.716190,90.000000,90.000000,0.030000,0.020000,80.000000,80.000000,0.200000,0.400000,1.200000,1.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.137444,0.091891,0.000000,1.000000,0.457500,2.000000,0.050000,2.500000,3.000000,0.000000,0.080994,0.500000,2.000000,27.000002,3.000000,21.599998,91.436516,8,8
92.000000,,,104,130.000000,5.227199,2.587464,0.013604,0.000000,2.222022,0.000000,3.063053,2.042036,0.167235,0.575118,90.000000,90.000000,0.010000,0.020000,80.000000,80.000000,0.400000,0.600000,1.500000,3.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.074067,0.051050,0.000000,1.500000,3.696000,2.000000,0.020000,2.000000,0.600000,0.000000,0.053996,0.500000,1.000000,16.200001,2.000000,14.400001,122.817879,8,8
93.000000,,,107,130.000000,12.251250,0.000000,0.024359,0.000000,0.000000,0.000000,5.105088,2.756748,0.200000,0.759922,90.000000,90.000000,0.010000,0.010000,80.000000,80.000000,0.300000,0.400000,0.800000,3.000000,3.000000,0.000000,1.000000,1.000000,0.000000,0.132260,0.073513,0.000000,2.000000,4.960000,2.000000,0.020000,2.000000,0.600000,0.000000,0.000000,0.000000,1.000000,16.200001,3.000000,21.599998,137.108322,9,9
94.000000,,,108,130.000000,11.434501,0.000000,0.032539,0.000000,0.000000,0.000000,3.752240,3.752240,1.000000,0.374980,90.000000,90.000000,0.010000,0.020000,80.000000,80.000000,0.200000,0.300000,1.500000,2.000000,1.000000,0.000000,1.000000,0.500000,0.000000,0.066599,0.050029,0.000000,2.000000,5.580000,0.000000,0.000000,2.000000,0.150000,0.000000,0.000000,0.000000,1.000000,16.200001,2.000000,14.400001,133.656860,9,9
95.000000,,,300,120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.400000,0.000000,90.000000,0.000000,0.050000,0.050000,80.000000,80.000000,0.200000,0.500000,0.500000,0.500000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.200001,1.000000,7.200000,34.790001,9,9
97.000000,,,317,120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.334509,0.000000,90.000000,0.000000,3.000000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.050000,20.000000,4.500000,0.000000,0.000000,0.000000,5.000000,110.000008,5.000000,40.000000,157.884506,13,13
98.000000,,,310,120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.132133,0.000000,90.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.550000,2.000000,0.200000,2.500000,0.375000,0.000000,0.000000,0.000000,1.000000,3.600000,1.000000,4.000000,13.057134,8,8
99.000000,,,304,120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,6.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,19.800001,1.000000,7.200000,38.900002,13,13
100.000000,,,307,120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,90.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.680000,0.000000,0.000000,1.000000,0.150000,0.000000,0.000000,0.000000,0.500000,5.500000,0.500000,2.000000,15.330001,13,13
101.000000,,,104,130.000000,9.659864,0.000000,0.032343,0.000000,8.590292,0.000000,9.572039,6.381360,0.431739,1.332331,90.000000,90.000000,0.010000,0.020000,80.000000,80.000000,0.300000,0.500000,1.500000,2.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.190894,0.127626,0.000000,1.000000,0.600000,2.000000,0.050000,2.500000,2.625000,0.000000,0.182236,0.500000,2.000000,27.000002,3.000000,21.599998,125.463112,8,8
102.000000,,,104,130.000000,5.390550,0.000000,0.064687,0.745695,24.052822,29.932398,13.783738,6.381360,1.238479,1.332331,90.000000,90.000000,1.000000,0.050000,80.000000,80.000000,1.000000,1.500000,3.000000,20.000000,5.000000,0.000000,0.500000,0.000000,0.000000,0.515413,0.344591,0.000000,1.000000,0.900000,2.000000,0.050000,2.500000,2.250000,0.000000,0.182236,3.000000,2.000000,27.000002,3.000000,21.599998,182.292297,8,8
103.000000,,,104,130.000000,12.482553,0.000000,0.090692,0.015729,2.290745,0.572686,7.504480,5.002986,1.500000,0.839257,90.000000,90.000000,0.010000,0.020000,80.000000,80.000000,0.500000,0.700000,1.500000,3.000000,2.000000,0.000000,1.000000,1.000000,0.000000,0.183014,0.100059,0.000000,1.500000,2.772000,2.000000,0.100000,2.000000,1.200000,0.000000,0.053996,0.500000,1.000000,19.800001,2.000000,14.400001,155.761719,8,8
104.000000,,,104,130.000000,11.855289,0.000000,0.136038,0.559271,9.621128,16.493362,7.504480,5.002986,3.000000,0.839257,90.000000,90.000000,1.000000,0.050000,80.000000,80.000000,1.500000,2.000000,3.000000,15.000001,5.000000,0.000000,1.000000,1.000000,0.000000,0.305517,0.183782,0.000000,1.500000,3.192000,2.000000,0.030000,2.000000,0.900000,0.000000,0.053996,3.000000,1.000000,19.800001,2.000000,14.400001,209.083740,8,8
105.000000,,,104,130.000000,12.179376,4.160851,0.095135,0.015729,2.290745,0.572686,7.504479,5.002986,1.500000,0.814704,90.000000,90.000000,0.010000,0.050000,80.000000,80.000000,0.400000,0.500000,1.500000,5.000000,3.000000,0.000000,2.000000,2.000000,0.000000,0.173713,0.100059,0.000000,2.000000,4.927999,2.000000,0.020000,2.000000,0.600000,0.000000,0.026998,0.500000,1.000000,16.200001,2.000000,14.400001,158.202118,8,8
106.000000,,,24,210.000000,1.004112,0.156380,0.071874,0.055578,0.000000,9.218243,6.754032,0.000000,0.504187,0.091990,90.000000,90.000000,0.050000,0.050000,50.000000,50.000000,1.000000,1.700000,3.300000,17.500000,17.500000,0.000000,3.500000,3.500000,0.000000,0.563733,0.402022,0.201011,2.000000,4.191600,2.000000,0.030000,2.000000,1.500000,0.000000,0.000000,0.500000,1.500000,26.730000,0.500000,3.960000,131.345505,10,10
