GeneratorName=FCCS 4.0,GeneratorVersion=3.0.0,DateCreated=04/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuelbed_number,FCCSID,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
4680222,468_222,FB_0468_LF_222.xml,51,210,1.9602,0,0,0,0,0,0,0,1.5625,0,85,0,0.75,0,70,0,0.75,1.5,1.8,1.125,1.35,0,1.175,0.45,0,0,0,0,6,18.120001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,53.887241,9,9
4680223,468_223,FB_0468_LF_223.xml,51,210,1.9602,0,0,0,0,0,0,0,1.953125,0,85,0,1.125,0,70,0,0.375,0.75,0.9,1.125,1.35,0,1.7375,1.125,0,0,0,0,6,18.120001,0,0,0,0,0,0,0,0,0,0.84,6.72,0,0,0,55.825367,9,9
4680231,468_231,FB_0468_LF_231.xml,51,210,0.9801,0,0,0,0,0,0,0,0.625,0,21.25,0,0.25,0,17.5,0,1.5,3,3.2,1.5,1.8,0,0.8,0,0,0,0,0,7,21.140001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,48.84737,9,9
4680232,468_232,FB_0468_LF_232.xml,51,210,0.9801,0,0,0,0,0,0,0,0.9375,0,85,0,0.375,0,70,0,1.125,2.25,2.4,1.125,1.35,0,1.175,0.45,0,0,0,0,7,21.140001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,47.359871,9,9
4680233,468_233,FB_0468_LF_233.xml,51,210,0.9801,0,0,0,0,0,0,0,1.40625,0,85,0,0.5625,0,70,0,0.5625,1.125,1.2,1.125,1.35,0,1.7375,1.125,0,0,0,0,7,21.140001,0,0,0,0,0,0,0,0,0,0.98,7.84,0,0,0,49.446121,9,9
4680311,468_311,FB_0468_LF_311.xml,51,210,7.35075,0,0.235224,0,0,0,0,0,1.875,0,42.5,0,0.75,0,52.5,0,0.45,0.9,1.2,1.35,1.62,0,0.72,0,0,0,0,0,3,5.77575,0,0,0,0,0,0,0,0,0,0.525,2.6775,0,0,0,40.806915,9,9
4680312,468_312,FB_0468_LF_312.xml,51,210,7.35075,0,0.235224,0,0,0,0,0,2.34375,0,85,0,1.125,0,69.982498,0,0.45,0.9,1.2,1.0125,1.215,0,1.0575,0.405,0,0,0,0,3.999,10.262867,0,0,0,0,0,0,0,0,0,0.525,2.6775,0,0,0,46.137783,9,9
4680313,468_313,FB_0468_LF_313.xml,51,210,7.35075,0,0.235224,0,0,0,0,0,2.500781,0,85,0,1.000125,0,69.982498,0,0.59985,1.1997,1.5996,0.50625,0.6075,0,1.56375,1.0125,0,0,0,0,3.999,10.262867,0,0,0,0,0,0,0,0,0,0.525,2.6775,0,0,0,47.019089,9,9
4680321,468_321,FB_0468_LF_321.xml,51,210,1.9602,0,0,0,0,0,0,0,1.25,0,21.25,0,0.5,0,35,0,0.3,0.6,0.8,1.2,1.44,0,0.64,0,0,0,0,0,2,2.567,0,0,0,0,0,0,0,0,0,0.35,1.19,0,0,0,31.03174,9,9
4680322,468_322,FB_0468_LF_322.xml,51,210,1.9602,0,0,0,0,0,0,0,1.875,0,85,0,0.75,0,70,0,0.3,0.6,0.8,0.9,1.08,0,0.94,0.36,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.35,1.19,0,0,0,39.607738,9,9
4680323,468_323,FB_0468_LF_323.xml,51,210,1.9602,0,0,0,0,0,0,0,2.499375,0,85,0,0.99975,0,70,0,0.198,0.396,0.528,0.45,0.54,0,1.39,0.9,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.35,1.19,0,0,0,39.903866,9,9
4680331,468_331,FB_0468_LF_331.xml,51,210,0.9801,0,0,0,0,0,0,0,0.625,0,8.5,0,0.25,0,17.5,0,0.15,0.3,0.4,0.825,0.99,0,0.44,0,0,0,0,0,1,0.64175,0,0,0,0,0,0,0,0,0,0.175,0.2975,0,0,0,15.19162,9,9
4680332,468_332,FB_0468_LF_332.xml,51,210,0.9801,0,0,0,0,0,0,0,0.9375,0,85,0,0.375,0,70,0,0.15,0.3,0.4,0.61875,0.7425,0,0.64625,0.2475,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.175,0.2975,0,0,0,25.255371,9,9
4680333,468_333,FB_0468_LF_333.xml,51,210,0.9801,0,0,0,0,0,0,0,2.500313,0,85,0,1.000125,0,70,0,0.198,0.396,0.528,0.309375,0.37125,0,0.955625,0.61875,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.175,0.2975,0,0,0,27.715307,9,9
4680411,468_411,FB_0468_LF_411.xml,51,210,13.32936,0,0.940896,0,0,0,0,0,2.25,0,76.5,0,1,0,70,0,0.9,1.8,2.4,3,3.6,0,0.8,0,0,0,0,0,5,15.1,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,57.607704,9,9
4680412,468_412,FB_0468_LF_412.xml,51,210,13.32936,0,0.940896,0,0,0,0,0,2.475,0,84.150002,0,1.1,0,70,0,0.675,1.35,1.8,2.25,2.7,0,1.55,0.9,0,0,0,0,5,15.1,0,0,0,0,0,0,0,0,0,0.875,7,0,0,0,58.897705,9,9
4680413,468_413,FB_0468_LF_413.xml,51,210,13.32936,0,0.940896,0,0,0,0,0,2.49975,0,84.991501,0,1.1,0,70,0,0.16875,0.3375,0.45,1.125,1.35,0,2.675,2.25,0,0,0,0,4,9.664,0,0,0,0,0,0,0,0,0,0.875,7,0,0,0,50.617706,9,9
4680421,468_421,FB_0468_LF_421.xml,51,210,8.624879,0,0.940896,0,0,0,0,0,1.75,0,59.5,0,1,0,70,0,1.2,2.4,3.2,3.75,6.5,7.5,0.8,0,0,0,0,0,6,18.120001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,65.339638,9,9
4680422,468_422,FB_0468_LF_422.xml,51,210,8.624879,0,0.940896,0,0,0,0,0,2.275,0,77.349998,0,1.2,0,70,0,0.9,1.8,2.4,2.8125,4.875,5.625,1.7375,1.625,1.875,0,0,0,6,18.120001,0,0,0,0,0,0,0,0,0,1.05,8.400001,0,0,0,68.004639,9,9
4680423,468_423,FB_0468_LF_423.xml,51,210,8.624879,0,0.940896,0,0,0,0,0,2.9575,0,77.349998,0,1.2,0,70,0,0.225,0.45,0.6,1.40625,2.4375,2.8125,3.14375,4.0625,4.6875,0,0,0,4.5,10.1925,0,0,0,0,0,0,0,0,0,1.05,8.400001,0,0,0,56.934635,9,9
4680431,468_431,FB_0468_LF_431.xml,51,210,3.9204,0,0.940896,0,0,0,0,0,1.25,0,42.5,0,1,0,70,0,1.8,3.6,4.8,6,7.2,7.5,0.8,0,0,0,0,0,8,24.160002,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,69.591583,9,9
4680432,468_432,FB_0468_LF_432.xml,51,210,3.9204,0,0.940896,0,0,0,0,0,1.875,0,63.75,0,1.5,0,70,0,1.35,2.7,3.6,4.5,5.4,5.625,2.3,1.8,1.875,0,0,0,8,24.160002,0,0,0,0,0,0,0,0,0,1.4,11.200001,0,0,0,74.606583,9,9
4680433,468_433,FB_0468_LF_433.xml,51,210,3.9204,0,0.940896,0,0,0,0,0,2.8125,0,63.75,0,1.5,0,70,0,0.3375,0.675,0.9,2.25,2.7,2.8125,4.55,4.5,4.6875,0,0,0,6,13.590001,0,0,0,0,0,0,0,0,0,1.4,11.200001,0,0,0,59.23658,9,9
4680511,468_511,FB_0468_LF_511.xml,51,210,11.996424,0,0.940896,2.22156,0,8.45253,0,0,2.5,0,85,0,1,0,70,0,0.6,1.2,1.6,1.5,1.8,0,0.8,0,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,51.589043,9,9
4680512,468_512,FB_0468_LF_512.xml,51,210,10.290459,0,0.940896,3.221262,0,12.256167,0,0,2.5,0,85,0,1,0,70,0,0.66,1.32,1.76,1.5,1.8,0,0.8,0,0,0,0,0,4.4,12.42428,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,53.970253,9,9
4680513,468_513,FB_0468_LF_513.xml,51,210,10.290459,0,0.940896,0,0,0,0,0,2.5,0,85,0,1,0,70,0,0.726,1.452,1.936,1.125,1.35,0,1.175,0.45,0,0,0,0,3.9996,10.265946,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,48.864941,9,9
4680521,468_521,FB_0468_LF_521.xml,51,210,6.586272,0,0.940896,8.88624,0,33.81012,0,0,2.5,0,85,0,1,0,70,0,0.6,1.2,1.6,1.5,1.8,0,0.8,0,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,50.821976,9,9
4680522,468_522,FB_0468_LF_522.xml,51,210,5.927645,0,0.940896,10.219176,0,38.881634,0,0,2.5,0,85,0,1.25,0,70,0,1,2,3,1.5,1.8,0,0.8,0,0,0,0,0,6,18.120001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,61.370567,9,9
4680523,468_523,FB_0468_LF_523.xml,51,210,5.927645,0,0.940896,0,0,0,0,0,2.5,0,85,0,1.25,0,70,0,1.25,2.5,3.75,4,4,4,1.175,0.45,0,0,0,0,4.002,8.061388,0,0,0,0,0,0,0,0,0,0.77,5.7596,0,0,0,52.801018,9,9
4680531,468_531,FB_0468_LF_531.xml,51,210,2.15622,0,0.940896,16.661699,0,63.39397,0,0,2.5,0,85,0,1,0,70,0,0.6,1.2,1.6,1.5,1.8,0,0.8,0,0,0,0,0,4,10.268001,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,49.927063,9,9
4680532,468_532,FB_0468_LF_532.xml,51,210,1.940598,0,0.940896,17.217089,0,65.507095,0,0,3.125,0,85,0,1.4,0,70,0,1.05,2.1,3,1.5,1.8,0,0.8,0,0,0,0,0,8,24.160002,0,0,0,0,0,0,0,0,0,0.7,4.76,0,0,0,67.530159,9,9
4680533,468_533,FB_0468_LF_533.xml,51,210,1.940598,0,0.940896,0,0,0,0,0,3.125,0,85,0,1.4,0,70,0,1.575,3.15,4.5,4,4,4,1.175,0.45,0,0,0,0,4,6.04,0,0,0,0,0,0,0,0,0,0.91,7.28,0,0,0,46.780075,9,9
4690111,469_111,FB_0469_LF_111.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.1,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.035,0,0,0.975,0.219375,0,0,0,0,0,0,0,0,0,0,2.854375,13,13
4690112,469_112,FB_0469_LF_112.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0.99975,1.83908,0,0,0.975,0.219375,0,0,0,0,0,0,0,0,0,0,5.258455,13,13
4690113,469_113,FB_0469_LF_113.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0.99975,1.83908,0,0,1.299675,0.389805,0,0,0,0,0,0,0,0,0,0,5.428885,13,13
4690121,469_121,FB_0469_LF_121.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.05,20,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.115,0,0,0.325,0.024375,0,0,0,0,0,0,0,0,0,0,0.939375,13,13
4690122,469_122,FB_0469_LF_122.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.46,0,0,0.65,0.0975,0,0,0,0,0,0,0,0,0,0,3.7575,13,13
4690123,469_123,FB_0469_LF_123.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,80,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84,0,0,1.3,0.39,0,0,0,0,0,0,0,0,0,0,5.43,13,13
4690131,469_131,FB_0469_LF_131.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.01,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0046,0,0,0.065,0.000975,0,0,0,0,0,0,0,0,0,0,0.165575,13,13
4690132,469_132,FB_0469_LF_132.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.46,0,0,0.65,0.0975,0,0,0,0,0,0,0,0,0,0,3.7575,13,13
4690133,469_133,FB_0469_LF_133.xml,228,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,80,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84,0,0,1.3,0.39,0,0,0,0,0,0,0,0,0,0,5.43,13,13
4700111,470_111,FB_0470_LF_111.xml,228,210,7.518401,0,0,1.164051,0,4.195468,0,0,0.453915,0.041288,45,45,1.5,0.15,35,47.5,0.05,0.1,0.5,1.35,1.35,0,0,0,0,0,0,0,0.375,0.489375,0,0,0,0,0,0,0,0,0,0.75,0.45,0,0,0,19.478979,13,13
4700112,470_112,FB_0470_LF_112.xml,228,210,7.518401,0,0,0,0,0,0,0,0.567394,0.064527,56.25,56.25,3,0.3,70,95,0.0625,0.125,0.625,1.0125,1.0125,0,0.3375,0.3375,0,0,0,0,0.499875,0.869565,0,0,0,0,0,0,0,0,0,0.75,0.45,0,0,0,20.663631,13,13
4700113,470_113,FB_0470_LF_113.xml,228,210,7.518401,0,0,0,0,0,0,0,0.90783,0.165304,90,90,3,0.3,70,95,0.1,0.2,1,0.50625,0.50625,0,0.84375,0.84375,0,0,0,0,0.499875,0.869565,0,0,0,0,0,0,0,0,0,0.75,0.45,0,0,0,21.592342,13,13
4700121,470_121,FB_0470_LF_121.xml,228,210,4.272752,0,0,4.656205,0,16.781872,0,0,0.226957,0.010317,22.5,22.5,0.75,0.075,17.5,23.75,0.025,0.05,0.25,1.125,1.125,0,0,0,0,0,0,0,0.125,0.054375,0,0,0,0,0,0,0,0,0,0.25,0.05,0,0,0,15.987627,13,13
4700122,470_122,FB_0470_LF_122.xml,228,210,3.845477,0,0,5.354635,19.299152,19.299152,0,0,0.453915,0.041288,90,90,3,0.3,70,95,0.03125,0.0625,0.3125,0.84375,0.84375,0,0.28125,0.28125,0,0,0,0,0.25,0.2175,0,0,0,0,0,0,0,0,0,0.25,0.05,0,0,0,18.885088,13,13
4700123,470_123,FB_0470_LF_123.xml,228,210,3.845477,0,0,0,0,0,0,0,0.90783,0.165304,90,90,3,0.3,70,95,0.033,0.066,0.33,0.421875,0.421875,0,0.703125,0.703125,0,0,0,0,0.5,0.87,0,0,0,0,0,0,0,0,0,0.25,0.05,0,0,0,14.872396,13,13
4700131,470_131,FB_0470_LF_131.xml,228,210,0.85592,0,0,8.730383,0,31.466009,0,0,0.045391,0.000413,4.5,4.5,0.15,0.015,3.5,4.75,0.005,0.01,0.05,0.75,0.75,0,0,0,0,0,0,0,0.025,0.002175,0,0,0,0,0,0,0,0,0,0.05,0.002,0,0,0,13.327338,13,13
4700132,470_132,FB_0470_LF_132.xml,228,210,0.770328,0,0,9.021396,32.514877,32.514877,0,0,0.453915,0.041288,90,90,3,0.3,70,95,0.0075,0.015,0.075,0.5625,0.5625,0,0.1875,0.1875,0,0,0,0,0.25,0.2175,0,0,0,0,0,0,0,0,0,0.05,0.002,0,0,0,17.14958,13,13
4700133,470_133,FB_0470_LF_133.xml,228,210,0.770328,0,0,0,0,0,0,0,0.90783,0.165304,90,90,3,0.3,70,95,0.033,0.066,0.33,0.28125,0.28125,0,0.46875,0.46875,0,0,0,0,0.5,0.87,0,0,0,0,0,0,0,0,0,0.05,0.002,0,0,0,9.839657,13,13
4710111,471_111,FB_0471_LF_111.xml,64,220,0.501674,0,0.705672,0.07789,0.088256,0.255364,0.240917,0.228802,0,0,0,0,0.25,0,40,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0.1875,0.056953,0.375,0.007031,0,0,0,0,0,0,0,0,0,0,0,0,2.256922,10,10
4710112,471_112,FB_0471_LF_112.xml,64,220,0.501674,0,0.705672,0,0,0,0.217069,0.228802,0,0,0,0,0.5,0,80,0,0.125,0.25,0.5,0,0,0,0,0,0,0,0,0,0.249938,0.101199,0.375,0.007031,0,0,0,0,0,0,0,0,0,0,0,0,2.618392,10,10
4710113,471_113,FB_0471_LF_113.xml,64,220,0.501674,0,0.705672,0,0,0,0,0.215733,0,0,0,0,0.5,0,80,0,0.2,0.4,0.8,0,0,0,0,0,0,0,0,0,0.249938,0.101199,0.499875,0.012494,0,0,0,0,0,0,0,0,0,0,0,0,2.918717,10,10
4710121,471_121,FB_0471_LF_121.xml,64,220,0.316847,0,0.317552,0.304067,0.088256,0.63841,0.240917,0.228802,0,0,0,0,0.125,0,20,0,0.05,0.1,0.2,0,0,0,0,0,0,0,0,0,0.0625,0.006328,0.125,0.000781,0,0,0,0,0,0,0,0,0,0,0,0,1.614494,10,10
4710122,471_122,FB_0471_LF_122.xml,64,220,0.285162,0,0.285797,0.349302,1.182069,0.715019,0.542671,0.228802,0,0,0,0,0.5,0,80,0,0.0625,0.125,0.25,0,0,0,0,0,0,0,0,0,0.125,0.025313,0.25,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,2.37997,10,10
4710123,471_123,FB_0471_LF_123.xml,64,220,0.285162,0,0.285797,0,0,0,0,0.539333,0,0,0,0,0.5,0,80,0,0.066,0.132,0.264,0,0,0,0,0,0,0,0,0,0.25,0.10125,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,2.022643,10,10
4710131,471_131,FB_0471_LF_131.xml,64,220,0.110016,0,0.032343,0.56794,0.088256,1.085296,0.240917,0.228802,0,0,0,0,0.025,0,4,0,0.01,0.02,0.04,0,0,0,0,0,0,0,0,0,0.0125,0.000253,0.025,3.1E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.104537,10,10
4710132,471_132,FB_0471_LF_132.xml,64,220,0.099015,0,0.029109,0.586788,1.846983,1.117217,0.922541,0.228802,0,0,0,0,0.5,0,80,0,0.015,0.03,0.06,0,0,0,0,0,0,0,0,0,0.125,0.025313,0.25,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,2.316521,10,10
4710133,471_133,FB_0471_LF_133.xml,64,220,0.099015,0,0.029109,0,0,0,0,0.916866,0,0,0,0,0.5,0,80,0,0.066,0.132,0.264,0,0,0,0,0,0,0,0,0,0.25,0.10125,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,2.157171,10,10
4710211,471_211,FB_0471_LF_211.xml,64,220,0.385057,0,0.220522,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.375,0,60,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0.3125,0.158203,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,4.202219,10,10
4710212,471_212,FB_0471_LF_212.xml,64,220,0.385057,0,0.220522,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.46875,0,79.980003,0,0.375,0.75,0.75,0,0,0,0,0,0,0,0,0,0.3125,0.158203,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,3.670969,10,10
4710213,471_213,FB_0471_LF_213.xml,64,220,0.385057,0,0.220522,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.585938,0,79.980003,0,0.1875,0.375,0.375,0,0,0,0,0,0,0,0,0,0.3125,0.158203,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,2.850657,10,10
4710221,471_221,FB_0471_LF_221.xml,64,220,0.220032,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.25,0,40,0,1,2,1.2,0,0,0,0,0,0,0,0,0,0.375,0.227813,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,5.742239,10,10
4710222,471_222,FB_0471_LF_222.xml,64,220,0.220032,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.375,0,80,0,0.75,1.5,0.9,0,0,0,0,0,0,0,0,0,0.375,0.227813,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,4.817239,10,10
4710223,471_223,FB_0471_LF_223.xml,64,220,0.220032,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.5625,0,80,0,0.375,0.75,0.45,0,0,0,0,0,0,0,0,0,0.375,0.227813,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,3.429739,10,10
4710231,471_231,FB_0471_LF_231.xml,64,220,0.110016,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.125,0,20,0,1.5,3,1.6,0,0,0,0,0,0,0,0,0,0.4375,0.310078,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,7.319324,10,10
4710232,471_232,FB_0471_LF_232.xml,64,220,0.110016,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.1875,0,80,0,1.125,2.25,1.2,0,0,0,0,0,0,0,0,0,0.4375,0.310078,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,5.856824,10,10
4710233,471_233,FB_0471_LF_233.xml,64,220,0.110016,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.28125,0,80,0,0.5625,1.125,0.6,0,0,0,0,0,0,0,0,0,0.4375,0.310078,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,3.663074,10,10
4710311,471_311,FB_0471_LF_311.xml,64,220,0.385057,0,0.220522,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.375,0,60,0,0.15,0.3,0.6,0,0,0,0,0,0,0,0,0,0.1875,0.056953,0.375,0.007031,0,0,0,0,0,0,0,0,0,0,0,0,2.645501,10,10
4710312,471_312,FB_0471_LF_312.xml,64,220,0.385057,0,0.220522,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.5625,0,79.980003,0,0.15,0.3,0.6,0,0,0,0,0,0,0,0,0,0.249938,0.101199,0.375,0.007031,0,0,0,0,0,0,0,0,0,0,0,0,2.877247,10,10
4710313,471_313,FB_0471_LF_313.xml,64,220,0.385057,0,0.220522,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.500063,0,79.980003,0,0.19995,0.3999,0.7998,0,0,0,0,0,0,0,0,0,0.249938,0.101199,0.499875,0.012494,0,0,0,0,0,0,0,0,0,0,0,0,3.169922,10,10
4710321,471_321,FB_0471_LF_321.xml,64,220,0.220032,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.25,0,40,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0.125,0.025313,0.25,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,2.030364,10,10
4710322,471_322,FB_0471_LF_322.xml,64,220,0.220032,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.375,0,80,0,0.1,0.2,0.4,0,0,0,0,0,0,0,0,0,0.25,0.10125,0.25,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,2.231301,10,10
4710323,471_323,FB_0471_LF_323.xml,64,220,0.220032,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.499875,0,80,0,0.066,0.132,0.264,0,0,0,0,0,0,0,0,0,0.25,0.10125,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,2.127551,10,10
4710331,471_331,FB_0471_LF_331.xml,64,220,0.110016,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.125,0,20,0,0.05,0.1,0.2,0,0,0,0,0,0,0,0,0,0.0625,0.006328,0.125,0.000781,0,0,0,0,0,0,0,0,0,0,0,0,1.253856,10,10
4710332,471_332,FB_0471_LF_332.xml,64,220,0.110016,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.1875,0,80,0,0.05,0.1,0.2,0,0,0,0,0,0,0,0,0,0.25,0.10125,0.125,0.000781,0,0,0,0,0,0,0,0,0,0,0,0,1.411278,10,10
4710333,471_333,FB_0471_LF_333.xml,64,220,0.110016,0,0,0.002498,0.088256,0.059484,0.240917,0.228802,0,0,0,0,0.500063,0,80,0,0.066,0.132,0.264,0,0,0,0,0,0,0,0,0,0.25,0.10125,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,1.847559,10,10
4710411,471_411,FB_0471_LF_411.xml,64,220,0.49874,0,0.88209,0.002123,0.075018,0.050561,0.20478,0.194482,0,0,0,0,0.5,0,80,0,0.3,0.6,1.2,0,0,0,0,0,0,0,0,0,0.3125,0.158203,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,3.851781,10,10
4710412,471_412,FB_0471_LF_412.xml,64,220,0.49874,0,0.88209,0.002123,0.075018,0.050561,0.20478,0.194482,0,0,0,0,0.55,0,80,0,0.225,0.45,0.9,0,0,0,0,0,0,0,0,0,0.3125,0.158203,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,3.376781,10,10
4710413,471_413,FB_0471_LF_413.xml,64,220,0.49874,0,0.88209,0.002123,0.075018,0.050561,0.20478,0.194482,0,0,0,0,0.55,0,80,0,0.05625,0.1125,0.225,0,0,0,0,0,0,0,0,0,0.25,0.10125,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,2.138578,10,10
4710421,471_421,FB_0471_LF_421.xml,64,220,0.322714,0,0.88209,0.001374,0.048541,0.032716,0.132505,0.125841,0,0,0,0,0.5,0,80,0,0.4,1,2,3,0,0,0,0,0,0,0,0,0.375,0.227813,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,7.857522,10,10
4710422,471_422,FB_0471_LF_422.xml,64,220,0.322714,0,0.88209,0.001374,0.048541,0.032716,0.132505,0.125841,0,0,0,0,0.6,0,80,0,0.3,0.75,1.5,2.25,0,0,0.75,0,0,0,0,0,0.375,0.227813,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,7.107522,10,10
4710423,471_423,FB_0471_LF_423.xml,64,220,0.322714,0,0.88209,0.001374,0.048541,0.032716,0.132505,0.125841,0,0,0,0,0.6,0,80,0,0.075,0.1875,0.375,1.125,0,0,1.875,0,0,0,0,0,0.28125,0.128145,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,5.095354,10,10
4710431,471_431,FB_0471_LF_431.xml,64,220,0.146688,0,0.88209,0.000624,0.022064,0.014871,0.060229,0.057201,0,0,0,0,0.5,0,80,0,0.6,1.2,2.4,3,0,0,0,0,0,0,0,0,0.5,0.405,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,8.470841,10,10
4710432,471_432,FB_0471_LF_432.xml,64,220,0.146688,0,0.88209,0.000624,0.022064,0.014871,0.060229,0.057201,0,0,0,0,0.75,0,80,0,0.45,0.9,1.8,2.25,0,0,0.75,0,0,0,0,0,0.5,0.405,0.5,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,7.670841,10,10
